timestep,vehicle id,position,carbon emission,service rate
1178.0,truck0,-82905028#1,0.0,1.0
1178.0,truck1,:cluster_1688331850_2928732917_7,19447.625393309503,1.0
1178.0,truck2,378886810#3,0.0,1.0
1179.0,truck0,-82905028#1,0.0,1.0
1179.0,truck1,:cluster_1688331850_2928732917_7,22731.389366310377,1.0
1179.0,truck2,378886810#3,0.0,1.0
1180.0,truck0,-82905028#1,0.0,1.0
1180.0,truck1,:cluster_1688331850_2928732917_7,27728.895605597205,1.0
1180.0,truck2,378886810#3,0.0,1.0
1181.0,truck0,-82905028#1,0.0,1.0
1181.0,truck1,:cluster_1688331850_2928732917_7,32800.909547542666,1.0
1181.0,truck2,378886810#3,0.0,1.0
1182.0,truck0,-82905028#1,0.0,1.0
1182.0,truck1,156603799#14,28024.480018514183,1.0
1182.0,truck2,378886810#3,0.0,1.0
1183.0,truck0,-82905028#1,0.0,1.0
1183.0,truck1,156603799#14,36660.129981476595,1.0
1183.0,truck2,378886810#3,0.0,1.0
1184.0,truck0,-82905028#1,0.0,1.0
1184.0,truck1,156603799#14,29408.586452968124,1.0
1184.0,truck2,378886810#3,0.0,1.0
1185.0,truck0,-82905028#1,0.0,1.0
1185.0,truck1,156603799#14,30695.132369660183,1.0
1185.0,truck2,378886810#3,0.0,1.0
1186.0,truck0,-82905028#1,0.0,1.0
1186.0,truck1,156603799#14,41269.4623488593,1.0
1186.0,truck2,378886810#3,0.0,1.0
1187.0,truck0,-82905028#1,0.0,1.0
1187.0,truck1,:2928732916_1,19296.421055656105,1.0
1187.0,truck2,378886810#3,0.0,1.0
1188.0,truck0,-82905028#1,0.0,1.0
1188.0,truck1,682197238#0,10784.661098170664,1.0
1188.0,truck2,378886810#3,0.0,1.0
1189.0,truck0,-82905028#1,0.0,1.0
1189.0,truck1,682197238#0,19695.126063971566,1.0
1189.0,truck2,378886810#3,0.0,1.0
1190.0,truck0,-82905028#1,0.0,1.0
1190.0,truck1,682197238#0,17291.570541917234,1.0
1190.0,truck2,378886810#3,0.0,1.0
1191.0,truck0,-82905028#1,0.0,1.0
1191.0,truck1,682197238#0,0.0,1.0
1191.0,truck2,378886810#3,0.0,1.0
1192.0,truck0,-82905028#1,0.0,1.0
1192.0,truck1,682197238#0,0.0,1.0
1192.0,truck2,378886810#3,0.0,1.0
1193.0,truck0,-82905028#1,0.0,1.0
1193.0,truck1,:cluster_1688331820_6556745177_0,20220.62657598819,1.0
1193.0,truck2,378886810#3,0.0,1.0
1194.0,truck0,-82905028#1,0.0,1.0
1194.0,truck1,:cluster_1688331820_6556745177_0,15606.524701336934,1.0
1194.0,truck2,378886810#3,0.0,1.0
1195.0,truck0,-82905028#1,0.0,1.0
1195.0,truck1,684774918#8,12401.32004649561,1.0
1195.0,truck2,378886810#3,0.0,1.0
1196.0,truck0,-82905028#1,0.0,1.0
1196.0,truck1,684774918#8,29299.505726656036,1.0
1196.0,truck2,378886810#3,0.0,1.0
1197.0,truck0,-82905028#1,0.0,1.0
1197.0,truck1,684774918#8,33109.71666336494,1.0
1197.0,truck2,378886810#3,0.0,1.0
1198.0,truck0,-82905028#1,0.0,1.0
1198.0,truck1,684774918#8,40731.41827237955,1.0
1198.0,truck2,378886810#3,0.0,1.0
1199.0,truck0,-82905028#1,0.0,1.0
1199.0,truck1,684774918#8,34050.397871499845,1.0
1199.0,truck2,378886810#3,0.0,1.0
1200.0,truck0,-82905028#1,0.0,1.0
1200.0,truck1,684774918#8,43073.96980073195,1.0
1200.0,truck2,378886810#3,0.0,1.0
1201.0,truck0,-82905028#1,0.0,1.0
1201.0,truck1,684774918#8,29939.712401883764,1.0
1201.0,truck2,378886810#3,0.0,1.0
1202.0,truck0,-82905028#1,0.0,1.0
1202.0,truck1,684774918#8,0.0,1.0
1202.0,truck2,378886810#3,0.0,1.0
1203.0,truck0,-82905028#1,0.0,1.0
1203.0,truck1,:12364333505_0,17303.21067043956,1.0
1203.0,truck2,378886810#3,0.0,1.0
1204.0,truck0,-82905028#1,0.0,1.0
1204.0,truck1,684774918#9,17873.410525293457,1.0
1204.0,truck2,378886810#3,0.0,1.0
1205.0,truck0,-82905028#1,0.0,1.0
1205.0,truck1,684774918#9,20954.854576934493,1.0
1205.0,truck2,378886810#3,0.0,1.0
1206.0,truck0,-82905028#1,0.0,1.0
1206.0,truck1,684774918#9,15241.949724187454,1.0
1206.0,truck2,378886810#3,0.0,1.0
1207.0,truck0,-82905028#1,0.0,1.0
1207.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,0.0,1.0
1207.0,truck2,378886810#3,0.0,1.0
1208.0,truck0,-82905028#1,0.0,1.0
1208.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,19238.619218099277,1.0
1208.0,truck2,378886810#3,0.0,1.0
1209.0,truck0,-82905028#1,0.0,1.0
1209.0,truck1,509710169#0,0.0,1.0
1209.0,truck2,378886810#3,0.0,1.0
1210.0,truck0,-82905028#1,0.0,1.0
1210.0,truck1,509710169#0,35613.00330457587,1.0
1210.0,truck2,378886810#3,0.0,1.0
1211.0,truck0,-82905028#1,0.0,1.0
1211.0,truck1,509710169#0,45594.15089167661,1.0
1211.0,truck2,378886810#3,0.0,1.0
1212.0,truck0,-82905028#1,0.0,1.0
1212.0,truck1,509710169#0,14366.131541618079,1.0
1212.0,truck2,378886810#3,0.0,1.0
1213.0,truck0,-82905028#1,0.0,1.0
1213.0,truck1,509710169#0,18792.08995528501,1.0
1213.0,truck2,378886810#3,0.0,1.0
1214.0,truck0,-82905028#1,0.0,1.0
1214.0,truck1,509710169#0,10182.383162366677,1.0
1214.0,truck2,378886810#3,0.0,1.0
1215.0,truck0,-82905028#1,0.0,1.0
1215.0,truck1,509710169#0,13153.058546497192,1.0
1215.0,truck2,378886810#3,0.0,1.0
1216.0,truck0,-82905028#1,0.0,1.0
1216.0,truck1,509710169#0,12644.788903811168,1.0
1216.0,truck2,378886810#3,0.0,1.0
1217.0,truck0,-82905028#1,0.0,1.0
1217.0,truck1,509710169#0,13716.61277245288,1.0
1217.0,truck2,378886810#3,0.0,1.0
1218.0,truck0,-82905028#1,0.0,1.0
1218.0,truck1,509710169#0,10022.11733760514,1.0
1218.0,truck2,378886810#3,0.0,1.0
1219.0,truck0,-82905028#1,0.0,1.0
1219.0,truck1,509710169#0,15036.282603392621,1.0
1219.0,truck2,378886810#3,0.0,1.0
1220.0,truck0,-82905028#1,0.0,1.0
1220.0,truck1,509710169#0,23868.6321939647,1.0
1220.0,truck2,378886810#3,0.0,1.0
1221.0,truck0,-82905028#1,0.0,1.0
1221.0,truck1,:5700935651_0,0.0,1.0
1221.0,truck2,378886810#3,0.0,1.0
1222.0,truck0,-82905028#1,0.0,1.0
1222.0,truck1,509710169#1,0.0,1.0
1222.0,truck2,378886810#3,0.0,1.0
1223.0,truck0,-82905028#1,0.0,1.0
1223.0,truck1,509710169#1,18368.604976857936,1.0
1223.0,truck2,378886810#3,0.0,1.0
1224.0,truck0,-82905028#1,0.0,1.0
1224.0,truck1,509710169#1,16763.642738582832,1.0
1224.0,truck2,378886810#3,0.0,1.0
1225.0,truck0,-82905028#1,0.0,1.0
1225.0,truck1,509710169#1,16858.18648572757,1.0
1225.0,truck2,378886810#3,0.0,1.0
1226.0,truck0,-82905028#1,0.0,1.0
1226.0,truck1,509710169#1,15843.441362137004,1.0
1226.0,truck2,378886810#3,0.0,1.0
1227.0,truck0,-82905028#1,0.0,1.0
1227.0,truck1,509710169#1,0.0,1.0
1227.0,truck2,378886810#3,0.0,1.0
1228.0,truck0,-82905028#1,0.0,1.0
1228.0,truck1,509710169#1,18258.975161442577,1.0
1228.0,truck2,378886810#3,0.0,1.0
1229.0,truck0,-82905028#1,0.0,1.0
1229.0,truck1,509710169#1,16398.506109261387,1.0
1229.0,truck2,378886810#3,0.0,1.0
1230.0,truck0,-82905028#1,0.0,1.0
1230.0,truck1,509710169#1,13529.44621466046,1.0
1230.0,truck2,378886810#3,0.0,1.0
1231.0,truck0,-82905028#1,0.0,1.0
1231.0,truck1,509710169#1,0.0,1.0
1231.0,truck2,378886810#3,0.0,1.0
1232.0,truck0,-82905028#1,0.0,1.0
1232.0,truck1,:8828817171_0,11413.469159137845,1.0
1232.0,truck2,378886810#3,0.0,1.0
1233.0,truck0,-82905028#1,0.0,1.0
1233.0,truck1,:cluster_8796721940_956010951_3,34063.58984733539,1.0
1233.0,truck2,378886810#3,0.0,1.0
1234.0,truck0,-82905028#1,0.0,1.0
1234.0,truck1,:8828817170_0,18344.07765406944,1.0
1234.0,truck2,378886810#3,0.0,1.0
1235.0,truck0,-82905028#1,0.0,1.0
1235.0,truck1,509710169#4,0.0,1.0
1235.0,truck2,378886810#3,0.0,1.0
1236.0,truck0,-82905028#1,0.0,1.0
1236.0,truck1,509710169#4,28427.725611834867,1.0
1236.0,truck2,378886810#3,0.0,1.0
1237.0,truck0,-82905028#1,0.0,1.0
1237.0,truck1,509710169#4,9471.062014495777,1.0
1237.0,truck2,378886810#3,0.0,1.0
1238.0,truck0,-82905028#1,0.0,1.0
1238.0,truck1,509710169#4,16952.570818174016,1.0
1238.0,truck2,378886810#3,0.0,1.0
1239.0,truck0,-82905028#1,0.0,1.0
1239.0,truck1,509710169#4,10547.191451169416,1.0
1239.0,truck2,378886810#3,0.0,1.0
1240.0,truck0,-82905028#1,0.0,1.0
1240.0,truck1,509710169#4,10891.155670943446,1.0
1240.0,truck2,378886810#3,0.0,1.0
1241.0,truck0,-82905028#1,0.0,1.0
1241.0,truck1,509710169#4,12492.665664459912,1.0
1241.0,truck2,378886810#3,0.0,1.0
1242.0,truck0,-82905028#1,0.0,1.0
1242.0,truck1,509710169#4,13503.732886929638,1.0
1242.0,truck2,378886810#3,0.0,1.0
1243.0,truck0,-82905028#1,0.0,1.0
1243.0,truck1,509710169#4,10471.271276359166,1.0
1243.0,truck2,378886810#3,0.0,1.0
1244.0,truck0,-82905028#1,0.0,1.0
1244.0,truck1,509710169#4,22639.851435121782,1.0
1244.0,truck2,378886810#3,0.0,1.0
1245.0,truck0,-82905028#1,0.0,1.0
1245.0,truck1,509710169#4,10291.961828302961,1.0
1245.0,truck2,378886810#3,0.0,1.0
1246.0,truck0,-82905028#1,0.0,1.0
1246.0,truck1,509710169#4,14433.22586889026,1.0
1246.0,truck2,378886810#3,0.0,1.0
1247.0,truck0,-82905028#1,0.0,1.0
1247.0,truck1,509710169#4,14540.584350622157,1.0
1247.0,truck2,378886810#3,0.0,1.0
1248.0,truck0,-82905028#1,0.0,1.0
1248.0,truck1,509710169#4,0.0,1.0
1248.0,truck2,378886810#3,0.0,1.0
1249.0,truck0,-82905028#1,0.0,1.0
1249.0,truck1,509710169#4,21864.522722101585,1.0
1249.0,truck2,378886810#3,0.0,1.0
1250.0,truck0,-82905028#1,0.0,1.0
1250.0,truck1,509710169#4,11632.671584568885,1.0
1250.0,truck2,378886810#3,0.0,1.0
1251.0,truck0,-82905028#1,0.0,1.0
1251.0,truck1,509710169#4,17250.64214745667,1.0
1251.0,truck2,378886810#3,0.0,1.0
1252.0,truck0,-82905028#1,0.0,1.0
1252.0,truck1,509710169#4,12204.368825758873,1.0
1252.0,truck2,378886810#3,0.0,1.0
1253.0,truck0,-82905028#1,0.0,1.0
1253.0,truck1,509710169#4,9464.452247968107,1.0
1253.0,truck2,378886810#3,0.0,1.0
1254.0,truck0,-82905028#1,0.0,1.0
1254.0,truck1,509710169#4,21322.68940634022,1.0
1254.0,truck2,378886810#3,0.0,1.0
1255.0,truck0,-82905028#1,0.0,1.0
1255.0,truck1,509710169#4,21588.613097878293,1.0
1255.0,truck2,378886810#3,0.0,1.0
1256.0,truck0,-82905028#1,0.0,1.0
1256.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_8,0.0,1.0
1256.0,truck2,378886810#3,0.0,1.0
1257.0,truck0,-82905028#1,0.0,1.0
1257.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_8,0.0,1.0
1257.0,truck2,378886810#3,0.0,1.0
1258.0,truck0,-82905028#1,0.0,1.0
1258.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_8,0.0,1.0
1258.0,truck2,378886810#3,0.0,1.0
1259.0,truck0,-82905028#1,0.0,1.0
1259.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_21,27010.921505942468,1.0
1259.0,truck2,378886810#3,0.0,1.0
1260.0,truck0,-82905028#1,0.0,1.0
1260.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_21,27317.93277041914,1.0
1260.0,truck2,378886810#3,0.0,1.0
1261.0,truck0,-82905028#1,0.0,1.0
1261.0,truck1,:8835743576_0,26684.600388847983,1.0
1261.0,truck2,378886810#3,0.0,1.0
1262.0,truck0,-82905028#1,0.0,1.0
1262.0,truck1,82586453#1,26105.196814445837,1.0
1262.0,truck2,378886810#3,0.0,1.0
1263.0,truck0,-82905028#1,0.0,1.0
1263.0,truck1,82586453#1,25185.042478106996,1.0
1263.0,truck2,378886810#3,0.0,1.0
1264.0,truck0,-82905028#1,0.0,1.0
1264.0,truck1,82586453#1,27114.039777404043,1.0
1264.0,truck2,378886810#3,7380.555555555556,1.0
1265.0,truck0,-82905028#1,0.0,1.0
1265.0,truck1,82586453#1,42249.626014156434,1.0
1265.0,truck2,378886810#3,9071.242917747128,1.0
1266.0,truck0,-82905028#1,0.0,1.0
1266.0,truck1,82586453#1,46644.341681297825,1.0
1266.0,truck2,378886810#3,11389.573324308838,1.0
1267.0,truck0,-82905028#1,0.0,1.0
1267.0,truck1,82586453#1,29151.08431809082,1.0
1267.0,truck2,378886810#3,12360.308521151357,1.0
1268.0,truck0,-82905028#1,0.0,1.0
1268.0,truck1,82586453#1,0.0,1.0
1268.0,truck2,378886810#3,17861.16502928827,1.0
1269.0,truck0,-82905028#1,0.0,1.0
1269.0,truck1,82586453#1,11748.135290609085,1.0
1269.0,truck2,378886810#3,21059.036267116542,1.0
1270.0,truck0,-82905028#1,0.0,1.0
1270.0,truck1,:4920525809_1,24369.030887031447,1.0
1270.0,truck2,378886810#3,19396.990915195744,1.0
1271.0,truck0,-82905028#1,0.0,1.0
1271.0,truck1,82586453#2,17768.297248489427,1.0
1271.0,truck2,378886810#3,26617.167887689007,1.0
1272.0,truck0,-82905028#1,0.0,1.0
1272.0,truck1,82586453#2,0.0,1.0
1272.0,truck2,378886810#3,24146.73440346454,1.0
1273.0,truck0,-82905028#1,0.0,1.0
1273.0,truck1,82586453#2,12612.877136495941,1.0
1273.0,truck2,378886810#3,23517.65127899569,1.0
1274.0,truck0,-82905028#1,0.0,1.0
1274.0,truck1,82586453#2,13224.225948229545,1.0
1274.0,truck2,378886810#3,33047.48430452136,1.0
1275.0,truck0,-82905028#1,0.0,1.0
1275.0,truck1,82586453#2,25898.631603396323,1.0
1275.0,truck2,:6569949731_6,39218.47988765907,1.0
1276.0,truck0,-82905028#1,0.0,1.0
1276.0,truck1,82586453#3,17933.375470743413,1.0
1276.0,truck2,:4920525766_2,31991.91608707606,1.0
1277.0,truck0,-82905028#1,0.0,1.0
1277.0,truck1,82586453#3,8344.023199890335,1.0
1277.0,truck2,378886810#5,37314.6870201997,1.0
1278.0,truck0,-82905028#1,0.0,1.0
1278.0,truck1,82586453#3,13717.864814497163,1.0
1278.0,truck2,378886810#5,47885.85493538652,1.0
1279.0,truck0,-82905028#1,0.0,1.0
1279.0,truck1,82586453#3,0.0,1.0
1279.0,truck2,378886810#5,26008.790653483356,1.0
1280.0,truck0,-82905028#1,0.0,1.0
1280.0,truck1,82586453#3,16328.533682089768,1.0
1280.0,truck2,378886810#5,23353.59419450772,1.0
1281.0,truck0,-82905028#1,0.0,1.0
1281.0,truck1,:7837491984_1,12844.675419388623,1.0
1281.0,truck2,378886810#5,0.0,1.0
1282.0,truck0,-82905028#1,0.0,1.0
1282.0,truck1,82586453#4,24958.991335434926,1.0
1282.0,truck2,378886810#5,28812.78950239897,1.0
1283.0,truck0,-82905028#1,0.0,1.0
1283.0,truck1,82586453#4,13456.441374585153,1.0
1283.0,truck2,378886810#5,0.0,1.0
1284.0,truck0,-82905028#1,0.0,1.0
1284.0,truck1,82586453#4,17404.758875869826,1.0
1284.0,truck2,:8796721941_1,0.0,1.0
1285.0,truck0,-82905028#1,0.0,1.0
1285.0,truck1,82586453#4,10409.675312425014,1.0
1285.0,truck2,:8796721941_1,0.0,1.0
1286.0,truck0,-82905028#1,0.0,1.0
1286.0,truck1,82586453#4,13458.903185256897,1.0
1286.0,truck2,:cluster_8827151137_956010829_10,20858.841733531182,1.0
1287.0,truck0,-82905028#1,0.0,1.0
1287.0,truck1,82586453#4,0.0,1.0
1287.0,truck2,:8796721946_3,24464.217475403897,1.0
1288.0,truck0,-82905028#1,0.0,1.0
1288.0,truck1,82586453#4,0.0,1.0
1288.0,truck2,-156599622#16,23181.700398545574,1.0
1289.0,truck0,-82905028#1,0.0,1.0
1289.0,truck1,82586453#4,0.0,1.0
1289.0,truck2,-156599622#16,26415.855653509603,1.0
1290.0,truck0,-82905028#1,0.0,1.0
1290.0,truck1,82586453#4,0.0,1.0
1290.0,truck2,-156599622#16,34654.11299131043,1.0
1291.0,truck0,-82905028#1,0.0,1.0
1291.0,truck1,82586453#4,7152.572459003536,1.0
1291.0,truck2,-156599622#16,35411.8201341954,1.0
1292.0,truck0,-82905028#1,0.0,1.0
1292.0,truck1,82586453#4,9439.257651363094,1.0
1292.0,truck2,-156599622#16,39985.38540910804,1.0
1293.0,truck0,-82905028#1,0.0,1.0
1293.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_3,13231.340392595937,1.0
1293.0,truck2,-156599622#16,35411.152025908515,1.0
1294.0,truck0,-82905028#1,0.0,1.0
1294.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_3,15992.678219464677,1.0
1294.0,truck2,:6569949737_9,45691.55167626638,1.0
1295.0,truck0,-82905028#1,0.0,1.0
1295.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_26,19393.723422504376,1.0
1295.0,truck2,-156599622#15,33354.211395958366,1.0
1296.0,truck0,-82905028#1,0.0,1.0
1296.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_26,20435.91144528364,1.0
1296.0,truck2,-156599622#15,13162.97993695798,1.0
1297.0,truck0,-82905028#1,0.0,1.0
1297.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_26,18388.46681408236,1.0
1297.0,truck2,-156599622#15,14215.1125608205,1.0
1298.0,truck0,-82905028#1,0.0,1.0
1298.0,truck1,:cluster_4939723504_4939723505_4939723517_6387018279_#3more_26,0.0,1.0
1298.0,truck2,-156599622#14,11766.725733664243,1.0
1299.0,truck0,-82905028#1,0.0,1.0
1299.0,truck1,-81163819#10,24124.742298687386,1.0
1299.0,truck2,-156599622#14,8186.252325797476,1.0
1300.0,truck0,-82905028#1,0.0,1.0
1300.0,truck1,-81163819#10,24698.32406494453,1.0
1300.0,truck2,-156599622#14,22031.45274711637,1.0
1301.0,truck0,-82905028#1,0.0,1.0
1301.0,truck1,-81163819#10,28521.765715866088,1.0
1301.0,truck2,:1723064270_8,0.0,1.0
1302.0,truck0,-82905028#1,0.0,1.0
1302.0,truck1,-81163819#10,0.0,1.0
1302.0,truck2,-156599622#13,22938.10985084965,1.0
1303.0,truck0,-82905028#1,0.0,1.0
1303.0,truck1,-81163819#10,0.0,1.0
1303.0,truck2,-156599622#13,0.0,1.0
1304.0,truck0,-82905028#1,0.0,1.0
1304.0,truck1,-81163819#10,0.0,1.0
1304.0,truck2,-156599622#13,32065.451905251102,1.0
1305.0,truck0,-82905028#1,0.0,1.0
1305.0,truck1,-81163819#10,7023.942086981699,1.0
1305.0,truck2,-156599622#13,0.0,1.0
1306.0,truck0,-82905028#1,0.0,1.0
1306.0,truck1,-81163819#10,7396.8727055202,1.0
1306.0,truck2,-156599622#13,0.0,1.0
1307.0,truck0,-82905028#1,0.0,1.0
1307.0,truck1,-81163819#10,0.0,1.0
1307.0,truck2,-156599622#13,16407.183539278933,1.0
1308.0,truck0,-82905028#1,0.0,1.0
1308.0,truck1,-81163819#10,0.0,1.0
1308.0,truck2,-156599622#13,16392.684303335154,1.0
1309.0,truck0,-82905028#1,0.0,1.0
1309.0,truck1,-81163819#10,0.0,1.0
1309.0,truck2,-156599622#13,14337.48760983373,1.0
1310.0,truck0,-82905028#1,0.0,1.0
1310.0,truck1,-81163819#10,0.0,1.0
1310.0,truck2,-156599622#13,0.0,1.0
1311.0,truck0,-82905028#1,0.0,1.0
1311.0,truck1,-81163819#10,0.0,1.0
1311.0,truck2,-156599622#13,0.0,1.0
1312.0,truck0,-82905028#1,0.0,1.0
1312.0,truck1,-81163819#10,0.0,1.0
1312.0,truck2,-156599622#13,0.0,1.0
1313.0,truck0,-82905028#1,0.0,1.0
1313.0,truck1,-81163819#10,0.0,1.0
1313.0,truck2,-156599622#13,0.0,1.0
1314.0,truck0,-82905028#1,0.0,1.0
1314.0,truck1,-81163819#10,0.0,1.0
1314.0,truck2,-156599622#13,6766.171736417109,1.0
1315.0,truck0,-82905028#1,0.0,1.0
1315.0,truck1,-81163819#10,0.0,1.0
1315.0,truck2,-156599622#13,7410.947198129425,1.0
1316.0,truck0,-82905028#1,0.0,1.0
1316.0,truck1,-81163819#10,0.0,1.0
1316.0,truck2,-156599622#13,7386.418259898318,1.0
1317.0,truck0,-82905028#1,0.0,1.0
1317.0,truck1,-81163819#10,0.0,1.0
1317.0,truck2,-156599622#13,7381.147345685334,1.0
1318.0,truck0,-82905028#1,0.0,1.0
1318.0,truck1,-81163819#10,0.0,1.0
1318.0,truck2,-156599622#13,7380.694968115945,1.0
1319.0,truck0,-82905028#1,0.0,1.0
1319.0,truck1,-81163819#10,0.0,1.0
1319.0,truck2,-156599622#13,7380.555555555556,1.0
1320.0,truck0,-82905028#1,0.0,1.0
1320.0,truck1,-81163819#10,0.0,1.0
1320.0,truck2,-156599622#13,7380.555555555556,1.0
1321.0,truck0,-82905028#1,0.0,1.0
1321.0,truck1,-81163819#10,0.0,1.0
1321.0,truck2,-156599622#13,7380.555555555556,1.0
1322.0,truck0,-82905028#1,0.0,1.0
1322.0,truck1,-81163819#10,0.0,1.0
1322.0,truck2,-156599622#13,7380.555555555556,1.0
1323.0,truck0,-82905028#1,0.0,1.0
1323.0,truck1,-81163819#10,0.0,1.0
1323.0,truck2,-156599622#13,7380.555555555556,1.0
1324.0,truck0,-82905028#1,0.0,1.0
1324.0,truck1,-81163819#10,0.0,1.0
1324.0,truck2,-156599622#13,7380.555555555556,1.0
1325.0,truck0,-82905028#1,0.0,1.0
1325.0,truck1,-81163819#10,0.0,1.0
1325.0,truck2,-156599622#13,8701.378369042473,1.0
1326.0,truck0,-82905028#1,0.0,1.0
1326.0,truck1,-81163819#10,0.0,1.0
1326.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_14,11648.370767264376,1.0
1327.0,truck0,-82905028#1,0.0,1.0
1327.0,truck1,-81163819#10,0.0,1.0
1327.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_14,12425.338980668757,1.0
1328.0,truck0,-82905028#1,0.0,1.0
1328.0,truck1,-81163819#10,0.0,1.0
1328.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_14,15465.251552900281,1.0
1329.0,truck0,-82905028#1,0.0,1.0
1329.0,truck1,-81163819#10,0.0,1.0
1329.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_14,15814.536481620145,1.0
1330.0,truck0,-82905028#1,0.0,1.0
1330.0,truck1,-81163819#10,0.0,1.0
1330.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_14,19867.512919426616,1.0
1331.0,truck0,-82905028#1,0.0,1.0
1331.0,truck1,-81163819#10,0.0,1.0
1331.0,truck2,:cluster_11708164725_11708164726_11708164727_945859562_29,8601.475406946018,1.0
1332.0,truck0,-82905028#1,0.0,1.0
1332.0,truck1,-81163819#10,0.0,1.0
1332.0,truck2,-59254860#6,24649.73509116318,1.0
1333.0,truck0,-82905028#1,0.0,1.0
1333.0,truck1,-81163819#10,0.0,1.0
1333.0,truck2,-59254860#6,22548.77815759671,1.0
1334.0,truck0,-82905028#1,0.0,1.0
1334.0,truck1,-81163819#10,0.0,1.0
1334.0,truck2,-59254860#6,29667.95472215259,1.0
1335.0,truck0,-82905028#1,0.0,1.0
1335.0,truck1,-81163819#10,0.0,1.0
1335.0,truck2,-59254860#6,24778.338019442912,1.0
1336.0,truck0,-82905028#1,0.0,1.0
1336.0,truck1,-81163819#10,0.0,1.0
1336.0,truck2,-59254860#6,34167.916442748734,1.0
1337.0,truck0,-82905028#1,0.0,1.0
1337.0,truck1,-81163819#10,0.0,1.0
1337.0,truck2,-59254860#6,28409.951552015584,1.0
1338.0,truck0,-82905028#1,0.0,1.0
1338.0,truck1,-81163819#10,0.0,1.0
1338.0,truck2,-59254860#5,38835.35312733128,1.0
1339.0,truck0,-82905028#1,0.0,1.0
1339.0,truck1,-81163819#10,0.0,1.0
1339.0,truck2,-59254860#5,35716.92245752028,1.0
1340.0,truck0,-82905028#1,0.0,1.0
1340.0,truck1,-81163819#10,0.0,1.0
1340.0,truck2,:4917971609_1,42454.13643752097,1.0
1341.0,truck0,-82905028#1,0.0,1.0
1341.0,truck1,-81163819#10,0.0,1.0
1341.0,truck2,-59254860#4,23545.109618353395,1.0
1342.0,truck0,-82905028#1,0.0,1.0
1342.0,truck1,-81163819#10,0.0,1.0
1342.0,truck2,-59254860#4,22156.772183638182,1.0
1343.0,truck0,-82905028#1,0.0,1.0
1343.0,truck1,-81163819#10,0.0,1.0
1343.0,truck2,-59254860#4,11653.877647753861,1.0
1344.0,truck0,-82905028#1,0.0,1.0
1344.0,truck1,-81163819#10,0.0,1.0
1344.0,truck2,-59254860#3,10238.857078434126,1.0
1345.0,truck0,-82905028#1,0.0,1.0
1345.0,truck1,-81163819#10,0.0,1.0
1345.0,truck2,-59254860#3,27757.430668010606,1.0
1346.0,truck0,-82905028#1,0.0,1.0
1346.0,truck1,-81163819#10,0.0,1.0
1346.0,truck2,-59254860#3,0.0,1.0
1347.0,truck0,-82905028#1,0.0,1.0
1347.0,truck1,-81163819#10,0.0,1.0
1347.0,truck2,-59254860#3,16284.67061729476,1.0
1348.0,truck0,-82905028#1,0.0,1.0
1348.0,truck1,-81163819#10,0.0,1.0
1348.0,truck2,-59254860#3,12780.40115786933,1.0
1349.0,truck0,-82905028#1,0.0,1.0
1349.0,truck1,-81163819#10,0.0,1.0
1349.0,truck2,:1723064271_0,0.0,1.0
1350.0,truck0,-82905028#1,0.0,1.0
1350.0,truck1,-81163819#10,0.0,1.0
1350.0,truck2,-59254860#2,13221.693444287439,1.0
1351.0,truck0,-82905028#1,0.0,1.0
1351.0,truck1,-81163819#10,0.0,1.0
1351.0,truck2,-59254860#2,14819.567085961648,1.0
1352.0,truck0,-82905028#1,0.0,1.0
1352.0,truck1,-81163819#10,0.0,1.0
1352.0,truck2,-59254860#2,23845.18667897122,1.0
1353.0,truck0,-82905028#1,0.0,1.0
1353.0,truck1,-81163819#10,0.0,1.0
1353.0,truck2,-59254860#2,20356.241823247754,1.0
1354.0,truck0,-82905028#1,0.0,1.0
1354.0,truck1,-81163819#10,0.0,1.0
1354.0,truck2,:4917974721_1,0.0,1.0
1355.0,truck0,-82905028#1,0.0,1.0
1355.0,truck1,-81163819#10,0.0,1.0
1355.0,truck2,-59254860#1,22517.61419253657,1.0
1356.0,truck0,-82905028#1,0.0,1.0
1356.0,truck1,-81163819#10,0.0,1.0
1356.0,truck2,-59254860#1,24347.249944378706,1.0
1357.0,truck0,-82905028#1,0.0,1.0
